Guid,AccountId,LastName,FirstName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,EmailBouncedReason,EmailBouncedDate,Jigsaw,ContactSource,TitleType,DepartmentGroup,BuyerAttributes,ccrz__CompanyName__c,ccrz__CompanyType__c,ccrz__DataId__c,ccrz__IsPortalUser__c,ccrz__SelfRegistered__c,Product_Areas__c
90e7831b-2c64-4916-a012-7ce125627d48,5d74c790-8589-482f-82d3-6b33f0aba8bf,Hansiain,Grazia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(893) 203-5336,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+240@gmail.com,Chairman of the Board and CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
914eeacc-ff84-4777-86ce-c3d1436bb2e7,1822ddd0-e4d0-46f7-820c-30baf2aeaef1,Jere,Arlinda,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4062,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+853@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9206064b-f9d2-4fed-8d84-899a8cb54fff,04c81a48-583b-4b27-bcb2-8e55c8e4fb79,Abie,Arabel,#N/A,390 Harris Street,Sydney,NSW,2007,Australia,#N/A,#N/A,#N/A,390 Harris Street,Sydney,NSW,2007,Australia,#N/A,#N/A,#N/A,(02) 7167 8293,(02) 7167 8293,0421 168 430,#N/A,#N/A,(02) 7167 8293,jmanningcongagdo+1@gmail.com,Head of Partner Relations,Sales,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9280ca0a-f13a-4765-9a4f-0bca2bdc4722,388c2483-8da1-419f-973f-3fd60b39f7a1,Hillyer,Ivory,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2001 Blake Street,Denver,CO,80205,USA,#N/A,#N/A,#N/A,(239) 553-2559,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+37@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"As CEO of Delta Air Lines, Ed Bastian’s primary responsibility is to champion the company’s employee-driven, customer-focused culture and inspire the spirit of innovation that is the foundation of Delta’s success.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
92dabdc0-8aac-48d9-a748-815d017b3b71,1e240c84-945b-4530-8cf0-7a1da7338d20,Stacee,Anneliese,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,201 Sussex Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,(141) 430-2207,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+275@gmail.com,Chief Legal and General Counsel,#N/A,#N/A,#N/A,1990-06-07,"Brian Sephton was appointed Chief Financial Officer of the company in January 2005 and Chief Legal & Governance Officer in October 2009, following the company’s merger with FCStone.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
93d0d918-e184-4ec4-abb5-2fead98e1eea,a5d348f2-0613-4e8d-9f33-f73bba260c8d,Adler,Mommy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7000 Coliseum Way,Oakland,CA,94621,USA,#N/A,#N/A,#N/A,(773) 200-1978,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+819@gmail.com,General Counsel and Coperate Secretary,#N/A,#N/A,#N/A,#N/A,Suzette Long is General Counsel and Corporate Secretary of Caterpillar Inc. with responsibility for the Legal Services Division and the Global Government & Corporate Affairs Division of Caterpillar Inc.,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
94c738ba-ba85-4a38-8fa2-bbd0eac7232d,9b040b78-f598-4cbb-9070-df87dc13ece7,Nick,Luise,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4077,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+19@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
95122591-10c8-4a23-be07-2e3483bb347a,df4755b1-3f79-45df-b567-01f63dbd7355,Fremont,Kevina,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3975,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+649@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
951a1881-13bc-481e-9848-d9a4fac497bd,aa1d7100-1ee9-427c-8a33-ddd320408973,Udall,Hettie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39 Crown Street,London,#N/A,SW6 0EP,UK,#N/A,#N/A,#N/A,80 6365 8742,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+107@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
957c9ac5-0988-402b-bc35-db950b227ea6,7a3669df-278a-4691-9cec-25b0977c4f6a,Felix,Alexi,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(500) 955-7981,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+600@gmail.com,Director,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
95b8dd84-54eb-4b29-8ede-cd31beab3101,fe4a0393-e825-4cf1-b2fa-ee693646368e,Lombard,Bibbye,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3937,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+505@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
96262d20-740c-4c18-8c75-836199de1832,09bda4d7-695f-4a0b-b92a-bf398bc84a60,Jabez,Carlin,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,71 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+75@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
96c0fec7-37ee-446d-bf84-05ed36174965,c2a05388-6ca3-4299-bb3b-7ad72ae4dd42,Tallie,Ginnie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39 Crown Street,London,#N/A,SW6 0EP,UK,#N/A,#N/A,#N/A,88 6365 8742,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+166@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
96f43eca-c636-431a-a003-5e9d0e0b65cb,4da786fd-b0f1-44d0-8e42-944ba651fa05,Ansel,Debbie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(036) 886-8178,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+371@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
980b4ade-007a-4339-9075-d7ec1f42cb6d,2d03b667-75fa-4b27-a491-7c8800deadd2,Jules,Rakel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(637) 454-9343,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+401@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Gail K. Boudreaux is the President and Chief Executive Officer of Anthem, Inc., a Fortune 50 company and leading health benefits provider, serving more than 40 million consumers—or one in eight Americans—through its affiliated health plans. In total, Anthem serves over 73 million individuals across 27 states through its broad portfolio of health insurance and services subsidiaries, including Amerigroup, Anthem Blue Cross and Blue Shield health plans, CareMore, and Simply Healthcare.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
980e87c2-5cef-45ea-9904-8e612ba85b35,51531c8e-d9ea-4ad5-84f1-dee3a255ba73,Anthony,Prissie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(588) 256-5616,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+189@gmail.com,"Senior Vice President, Legal, General Counsel and Corporate Secretary",#N/A,#N/A,#N/A,#N/A,Serves as counsel providing oversight on all legal issues impacting the corporation,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9830f259-eb59-4e61-8338-c1c87d26f680,1e240c84-945b-4530-8cf0-7a1da7338d20,Sterling,Emmeline,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,201 Sussex Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,(581) 384-1645,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+271@gmail.com,COO,#N/A,#N/A,#N/A,1996-06-14,"Xuong Nguyen was appointed as Chief Operating Officer of the Company in October 2015. Prior to that he served as Executive Vice President of the FCM Division of INTL FCStone Financial Inc., a subsidiary of the Company, as well as Chief Operating Officer of additional subsidiaries of the Company.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9832febd-2268-4ba0-8427-25b8df58aee6,a168a4e4-ac8b-4841-9821-4f1b3a1aeaec,Martino,Felipa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(677) 222-6736,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+284@gmail.com,"EVP, Secretary and General Counsel",#N/A,#N/A,#N/A,#N/A,"Augusto P. Aragone serves as Executive Vice President, Secretary and General Counsel for Ingram Micro Inc., a leader in delivering the full spectrum of global technology and supply-chain solutions to businesses around the world.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
99cc5f9e-0086-4bd1-8889-78ee9e83c276,5d74c790-8589-482f-82d3-6b33f0aba8bf,Tremaine,Flory,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(614)472-2797,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+358@gmail.com,CSO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
99f1f203-4421-4a44-8ed4-c67b26a0c4d4,9b040b78-f598-4cbb-9070-df87dc13ece7,Hans,Seline,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,32 Railway Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4076,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+18@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9a3d78bb-fcbd-4469-9e1b-776d8768db29,494967e8-82fe-4096-9590-6246cd49ba06,Orbadiah,Lucy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+81 725 925939,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+638@gmail.com,"Vice President, IT",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9b34a3ed-fa60-4e9c-8fe6-bca4b9c4f65a,c87c440b-1e12-405b-b801-a17a92e897a3,Ermin,Madelle,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4 Yawkey Way,Boston,MA,2215,USA,#N/A,#N/A,#N/A,(199) 586-3991,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+872@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Brian L. Roberts is Chairman and CEO of Comcast Corporation. Under his leadership, Comcast has grown into a global Fortune 50 company uniquely positioned at the intersection of media and technology with two primary businesses, Comcast Cable and NBCUniversal.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9c2ee00e-8edc-4b96-896b-074e68185af4,8f62db6c-3b4d-4cc8-8960-134785f3612d,Tannie,Charline,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 6468 6310,(03) 6468 6310,0420 513 560,#N/A,#N/A,(03) 6468 6310,jmanningcongagdo+6@gmail.com,"SVP, Operations",Operations,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9c4d750c-b9f5-4abc-9132-40c852424678,a54754e4-4805-43a3-bb28-c16c0017b759,Mylo,Marie-Ann,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 6107 6358,(03) 6107 6358,0412 887 527,#N/A,#N/A,(03) 6107 6358,jmanningcongagdo+693@gmail.com,CFO,C-Level,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9d0ce245-f447-4985-a5cb-f5884c84beb1,f42cb8b3-4acf-4191-814e-3577bb0ffb1a,Guilbert,Pearline,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,76 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+118@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9efbd53d-8aea-41a0-828b-295bd221b136,b6e6a9ac-1a78-44f7-910b-875fa27f1534,Udale,Patty,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3987,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+661@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9f06907d-3cfe-4754-b64a-06c9a8781d8b,982b19f3-d0cc-4164-a300-8b6383054c8b,Jake,Otha,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(319)461-4462,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+205@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9f0ff44e-6809-4411-81cd-bf300022e659,56dcd9a1-938c-41a1-8b73-67b19075e842,Davey,Abbi,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(121) 869-9204,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+599@gmail.com,Co-Chair and Trustee,#N/A,#N/A,#N/A,#N/A,"Bill Gates shapes and approves foundation strategies, advocates for the foundation’s issues, and sets the organization’s overall direction.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
9f6d675c-120f-4fc8-9ecd-aec5e9f2f5dc,ca7315d6-f954-48eb-9235-90615da66e72,Errick,Emmalynne,#N/A,66 Beckenham St,Canley Vale,NSW,2166,Australia,#N/A,#N/A,#N/A,66 Beckenham St,Canley Vale,NSW,2166,Australia,#N/A,#N/A,#N/A,(02) 7084 6511,(02) 7084 6511,0425 431 725,#N/A,#N/A,(02) 7084 6511,jmanningcongagdo+840@gmail.com,Director of Business Development,Business Development,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a01d8bab-ddbc-43e4-8925-de2e8114c60d,ba4778f0-8543-4316-a329-26d0328801f2,Archibald,Melisenda,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1 Met Life Stadium Drive,East Rutherford,NJ,7073,USA,#N/A,#N/A,#N/A,(893) 971-3458,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+817@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Background: Chairman and Chief Executive Officer (2015 to present); President and Chief Executive Officer (2012-2015); President and Chief Executive Officer of Carlson, Inc., a worldwide hospitality and travel company (2008-2012); President and Chief Executive Officer of Carlson Wagonlit Travel, a business travel management company (2004-2008); senior executive positions with Vivendi Universal, a global media and telecommunications company (1999-2004).",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a082c6bf-a81b-44e8-918f-e423a618bb90,f468d033-e59b-4450-91aa-96d6517d816e,Sid,Florance,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,32 Railway Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3953,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+571@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a0a52ae5-45de-4fb0-86ea-4ae9a5e017b7,b5e37fb4-bf46-41f2-b608-9c36ba48003d,Alister,Noell,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+33 0 1 42 14 20 00,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+492@gmail.com,CIO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a0ab10bd-83e6-4e49-90f4-db524b687be8,f42cb8b3-4acf-4191-814e-3577bb0ffb1a,Brandyn,Kath,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+33 0 1 42 14 20 00,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+559@gmail.com,CIO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a0f94a5c-a093-40c8-914b-b50153cc1c19,a1928335-486b-46d0-9c91-6528cda233d4,Morie,Kristal,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3990,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+664@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a173da80-ec6b-40e8-a41d-ceb1c30babb5,9ac8c0ed-957d-4b31-a059-833146cdfb9a,Eziechiele,Roshelle,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 6509 6659,(03) 6509 6659,0422 284 793,#N/A,#N/A,(03) 6509 6659,jmanningcongagdo+5@gmail.com,"VP, Facilities",Operations,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a1e0f6e4-02d0-4253-98cf-ec99af8edbdf,e24e2d85-2d74-4a38-b5e0-338c2f0c4104,Ole,Gabi,#N/A,6 Geraldine St,Valley View,SA,5093,Australia,#N/A,#N/A,#N/A,6 Geraldine St,Valley View,SA,5093,Australia,#N/A,#N/A,#N/A,(08) 6410 7387,(08) 6410 7387,0429 752 539,#N/A,#N/A,(08) 6410 7387,jmanningcongagdo+54@gmail.com,"SVP, Sales",Sales,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a25cbc3f-b2a3-428d-b98f-839453b0fd96,df07f758-4050-4a36-97be-4b73881952d3,Norbert,Thekla,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202-555-0109,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+212@gmail.com,CTO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a31c5304-01b1-40bd-a2aa-c0e93025974e,df07f758-4050-4a36-97be-4b73881952d3,Ty,Dael,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2001 Blake Street,Denver,CO,80205,USA,#N/A,#N/A,#N/A,(590) 978-4167,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+78@gmail.com,"SVP, Chief Administrative Officer",#N/A,#N/A,#N/A,#N/A,"Marc A. Howze is Senior Vice President and Chief Administrative Officer, Deere & Company, a position he was appointed to in November 2016. In this role, he has responsibility for the primary administrative activities of the company, including Human Resources, Labor Relations, Public Affairs, Communications, Brand Management, and Security.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a3a95e8e-6132-4279-a741-1881d8ace5e9,6870a02c-13ba-48ba-9ba7-ee30eaf0b817,Noah,Erna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100 Alfred Lerner Way,Cleveland,OH,44114,USA,#N/A,#N/A,#N/A,(954) 631-6621,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+590@gmail.com,CHRO,#N/A,#N/A,#N/A,#N/A,"Tracy Keogh has worldwide responsibility for HP's strategic human resources activities, employee communications and social responsibility initiatives. She leads all aspects of HR, including workforce development and organization effectiveness, benefits and compensation, staffing, global inclusion and diversity, and HR processes and information management.",false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a3eae96e-a0f8-4b48-a441-1afe8474acfb,d000ffff-9450-4b3d-a2b6-600232f5a2b3,Spenser,Julee,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,32 Railway Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4025,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+762@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a4a45962-49fb-4ede-acf0-0dc432398d37,04c81a48-583b-4b27-bcb2-8e55c8e4fb79,Griff,Kaylyn,#N/A,390 Harris Street,Sydney,NSW,2007,Australia,#N/A,#N/A,#N/A,390 Harris Street,Sydney,NSW,2007,Australia,#N/A,#N/A,#N/A,(02) 8395 7757,(02) 8395 7757,0414 572 759,#N/A,#N/A,(02) 8395 7757,jmanningcongagdo+0@gmail.com,VP of Operations,Operations,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
a5604aba-c821-4add-be3b-2882dfffdf5e,956d6429-6ea8-4f86-9d3c-e6b0ad823938,Carling,Margareta,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4002,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+711@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Prodly,#N/A,#N/A,false,false,#N/A
